cod_centro;tipo;cod_estado;cod_municipio;cod_parroquia;nombre_centro;direccion_centro;centro_nuevo
59680;4;21;3;1;GRUPO ESCOLAR JESUS SEMPRUN;AV PPAL EL REMOLINO STA CRUZ DEL ZULIA;210301003
59681;1;21;3;1;ESCUELA BASICA ESTATAL EL REMOLINO;SECTOR EN EL PUEBLO DE SANTA CRUZ ENTRANDO POR LA IGLESIA EL REMOLINO IZQUIERDA CALLE SIN NUMERO. FRENTE CALLE NUMERO 6 ENTRANDO POR LA IGLESIA. DERECHA CALLEJÓN CASA DE FAMILIA AV. PPAL EL REMOLINO CALLE 16 EDIFICIO;210301004
59870;1;21;3;2;ESCUELA BOLIVARIANA LA CONCHA;CASERÍO: LA CONCHA. FRENTE CARRETERA VIA PUERTO CONCHA. IZQUIERDA VEREDA CANCHA TECHADA DE LA COMUNIDAD. DERECHA SENDERO CASAS. REFERENCIA CASERIO LA CONCHA;210302001
59871;1;21;3;2;ESCUELA BASICA BOLIVARIANA SANTA MARIA DE JANEIRO;CASERÍO: JANEIRO VIA CARRETERA CHAMA. FRENTE CARRETERA VIA CA#OBLANCO CHAMA. IZQUIERDA SENDERO CASAS. DERECHA SENDERO DIAGONAL A LA CANCHA. REFERENCIA SECTOR JANEIRO, CARRETERA PRINCIPAL VIA CHAMA, FRENTE AL CLUB LAS LATAS;210302009
59880;1;21;3;2;ESCUELA BOLIVARIANA MEDIO CUARTO LE CAMBIARON EL NOMBRE A UNIDAD BASICA BOLIVARIANA JOSE LEONARDO CHIRINOS;CASERÍO: MEDIO CUARTO. FRENTE CAMINO VIA A PARCELAS. IZQUIERDA SENDERO HACIENDA DEL SE#OR CAMPO. DERECHA CARRETERA VIA PRINCIPAL A LA CONCHA. REFERENCIA CARRETERA CONCHA CASERIO MEDIO CUARTO;210302002
59890;1;21;3;2;UNIDAD EDUCATIVA ESTADAL SAN ANTONIO;CASERÍO: SAN ANTONIO. FRENTE CARRETERA VIA CA#O BLANCO. IZQUIERDA SENDERO CASA DE OMARIA. DERECHA SENDERO CASA DE MARCOLINA. REFERENCIA CARRETERA EL CHAMA CASERIO SAN ANTONIO DIAGONAL AL TANQUE DE AGUA;210302003
59900;1;21;3;2;UNIDAD EDUCATIVA NACIONAL CAÑO BLANCO;SECTOR: CA#O BLANCO. FRENTE AVENIDA PRINCIPAL CA#O BLANCO. IZQUIERDA CALLE BARRIO IDELBERTO BADEL. DERECHA SENDERO BARRIO LA VICTORIA. REFERENCIA VIA PUERTO CHAMA CASERIO CA/O BLANCO;210302004
59910;1;21;3;2;UNIDAD EDUCATIVA ESTADAL LA FORTUNA;CASERÍO: LA FORTUNA. FRENTE CARRETERA PRINCIPAL VIA LA FORTUNA. IZQUIERDA CARRETERA VIA PUEBLO NUEVO. DERECHA SENDERO ESTADIO MUNICIPAL LA FORTUNA. REFERENCIA CASERIO LA FORTUNA;210302005
59920;1;21;3;2;ESCUELA BOLIVARIANA CAÑO MUERTO ARRIBA LE CAMBIARON EL NOMBRE A ESCUELA BOLIVARIANA JUANA BOLIVAR PALACIOS;CASERÍO: PARAISO. FRENTE CALLE VIA CA#O NEGRO. IZQUIERDA SENDERO SECTOR CASA DE TEJAS. DERECHA SENDERO SECTOR GATO AZUL. REFERENCIA VIA CHAMA CASERIO CA/O MUERTO ARRIBA;210302006
59930;1;21;3;2;ESCUELA BOLIVARIANA CAÑO MUERTO;CASERÍO: CA#O MUERTO. FRENTE CALLE PRINCIPAL VIA LA FORTUNA. IZQUIERDA SENDERO BARRIO BUCAYERA. DERECHA CARRETERA VIA EL CAMPO. REFERENCIA VIA CHAMA CASERIO CA/O MUERTO;210302007
59960;1;21;3;2;ESCUELA CREACION PUERTO CHAMA;CASERÍO: PUERTO CHAMA. FRENTE CALLE PRINCIPAL VIA EL RIO. IZQUIERDA SENDERO TALLER DE EDUARDO EMIRO SOTO. DERECHA SENDERO CASA DE ABEL BARRIO. REFERENCIA CARRETERA CHAMA EL CHIVO, CASERIO PUERTO CHAMA;210302008
60011;4;21;3;2;ESCUELA TRES PIPAS;SECTOR TRES PIPAS ( PARROQUIA URRIBARRI) EN MORALITO TODOS LOS PLANTELES YA SON CENTROS DE VOTACIÓN;210303021
60012;1;21;3;2;ESCUELA TRES PIPAS SE LLAMA AHORA UNIDAD EDUCATIVA BOLIVARIANA JUAN VICENTE BOLIVAR PALACIOS;CASERÍO: EL PARAISO TRES PIPAS. FRENTE CARRETERA VIA CASA BLANCA. IZQUIERDA SENDERO VIA EL MURO. DERECHA SENDERO PARCELA DEL SE#OR CAMPITO. REFERENCIA SECTOR TRES PIPAS ( PARROQUIA URRIBARRI) EN MORALITO TODOS LOS PLANTELES YA SON CENTROS DE VOTACIÓN;210302010
59700;1;21;3;3;ESCUELA BOLIVARIANA EL UVITO LE CAMBIARON EL NOMBRE A DOCTOR LUIS RAMON PARADA;SECTOR: EL UVITO. FRENTE CALLE PRINCIPAL CASERIO EL UVITO. IZQUIERDA SENDERO JULIAN MENDOZA. DERECHA SENDERO TULIO MENDOZA. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA CASERIO EL UVITO KILOMETRO 35;210303001
59701;1;21;3;3;LICEO EL MORALITO;BARRIO: LAS MARTINAS EL MORALITO. FRENTE CALLE VIA EL CHAMITA. IZQUIERDA CALLE S/N. DERECHA VEREDA 1. REFERENCIA CALLE MORALITO, A 100 MTS DEL PRE-ESCOLAR EL MORALITO;210303019
59702;1;21;3;3;ESCUELA BASICA PRE VACACIONAL EL PARAISO;CASERÍO: EL PARAISO. FRENTE CALLE VIA PRINCIPAL EL PARAISO. IZQUIERDA CARRETERA VIA EL VIGIA. DERECHA CARRETERA VIA LA PARCELA AL LADO DE CACHAPA REYSULMA. REFERENCIA CARRETERA PRINCIPAL SANTA BARBARA DEL VIGIA, SECTOR EL PARAISO, BARRIO ATENCIO;210303020
59730;1;21;3;3;ESCUELA BOLIVARIANA KILOMETRO 15;CASERÍO: KILOMETRO 15. FRENTE CALLE Y PLAZA DEL CASERIO KILOMETRO 15. IZQUIERDA VEREDA CASAS. DERECHA VEREDA CASAS. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA CASERIO KILOMETRO 35;210303002
59740;1;21;3;3;ESCUELA BASICA ESTADAL KILOMETRO 12;CASERÍO: EL KILOMETRO 22. FRENTE CALLE VIA EL 24. IZQUIERDA PICA CASAS. DERECHA SENDERO CASAS. REFERENCIA VIA SANTA BARBARA EL VIGIA CASERIO KM 22;210303003
59743;1;21;3;3;ESCUELA BASICA ESTADAL KILOMETRO 24;CASERÍO: KILOMETRO 24. FRENTE CALLE VIA AL KILOMETRO 22. DERECHA CARRETERA VIA EL GUAIMARO. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA CASERIO KILOMETRO 24;210303004
59760;1;21;3;3;ESCUELA BOLIVARIANA EL GUAIMARO;CASERÍO: EL GUAIMARO. FRENTE CALLE VIA PRINCIPAL BARRIO CARLOS MANUEL. IZQUIERDA CALLE NUMERO 2. DERECHA CALLE PRINCIPAL VIA TUNANA. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA CASERIO EL GUAIMARO;210303005
59770;1;21;3;3;ESCUELA BASICA NACIONAL EL CARACOLI;CARRETERA SANTA BARBARA EL VIGIA, ENTRADA KILOMETRO 38 CASERIO CARACOLI;210303006
59772;1;21;3;3;ESCUELA BASICA BOLIVARIANA KILOMETRO 41;CASERÍO: KILOMETRO 41 SECTOR PUEBLO NUEVO. FRENTE CAMINO ENGRANSONADO. IZQUIERDA CAMINO ENGRANSONADO. DERECHA CAMINO ENGRANSONADO. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA, KILOMETRO 41 SECTOR BARRIO NUEVO;210303007
59780;1;21;3;3;ESCUELA BASICA BOLIVARIANA KILOMETRO 35;CASERÍO: KILOMETRO. FRENTE CARRETERA PRINCIPAL VIA EL GUAIMARO. IZQUIERDA SENDERO FINCA. DERECHA CAMINO AL ESTADIO. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA,  KILOMETRO 35. CASERIO EL 35;210303008
59790;1;21;3;3;ESCUELA BASICA NACIONAL EL CASTILLO;CASERÍO: EL CASTILLO. FRENTE CALLE PRINCIPAL DIAGONAL AL CONCEJO COMUNAL EL CASTILLO. IZQUIERDA AVENIDA ACCESSO. DERECHA CAMINO VIA EL 35. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA, KILOMETRO 41 SECTOR BARRIO LA LOMA;210303009
59800;1;21;3;3;ESCUELA BOLIVARIANA LOS CAÑITOS;CASERÍO LOS CANITOS FRENTE CALLE PRINCIPAL CARRETERA SANTA BARBARA EL VIGIA, KILOMETRO 47. CASERIO LOS CAÑITOS GALPÓN;210303010
64610;1;23;1;2;GRUPO ESCOLAR LA FLORIDA;CASERÍO RURAL IZQUIERDA CALLE PRINCIPAL EL SILENCIO. FRENTE CALLE LA FUNDACION CALLE CIEGA CERCA DE LA PLAZA CASA;230102001
59803;1;21;3;3;ESCUELA BASICA NACIONAL UNIT 27-47;SECTOR: MERCADO EL COLEGIO SE LLAMA ACTUALMENTE ESCUELA BASICA NACIONAL KILOMETRO 45. FRENTE CALLE PRINCIPAL ENGRANZONADA. IZQUIERDA SENDERO CASAS Y PARCELA ALTA VISTA. DERECHA SENDERO ARBOLES FRUTALES Y VIA SANTA BARBARA EL VIGIA KILOMETRO 45. REFERENCIA;210303011
59820;1;21;3;3;ESCUELA BASICA NACIONAL EL MORALITO;BARRIO: LEONARDO RUIZ PINEDA. FRENTE CALLE VIA EL CHAMITA. IZQUIERDA BULEVAR AL LADO DEL REGISTRO. DERECHA CARRETERA VIA AL REGISTRO PRINCIPAL. REFERENCIA CALLE 3 NUMERO 28 CASERIO EL MORALITO;210303012
59830;1;21;3;3;ESCUELA BOLIVARIANA CAÑO NEGRO LE CAMBIARON EL NOMBRE A UNIDAD EDUCATIVA BOLIVARIANA FRANCISCO SILVESTRE ESPEJO CAMA#O;SECTOR: CA#O NEGRO. FRENTE CAMINO VIA BANCADA DE LIMONES CA#O NEGRO. IZQUIERDA SENDERO CASAS. DERECHA SENDERO CASAS. REFERENCIA VIA EL CHAMA CASERIO CA/O NEGRO;210303013
59840;1;21;3;3;UNIDAD EDUCATIVA ESTADAL BANCADA DE LIMONES;CASERÍO: BANCADA DE LIMONES. FRENTE CALLE PRINCIPAL VIA CA#O NEGRO. IZQUIERDA SENDERO BODEGA. DERECHA CARRETERA VIA EL ABANICO. REFERENCIA CASERIO BANCADA DE LIMONES;210303014
59850;1;21;3;3;ESCUELA UNITARIA EL QUESITO NO EXISTE Y UTILIZAN LA ESCUELA 5 Y 6;SECTOR: 5 Y 6 LA ESCUELA EL QUESITO ESTA DERRUMBADA Y ESTA ES LA QUE ESTA FUNCIONANDO ACTUALMENTE. FRENTE CARRETERA PRINCIPAL 5 Y 6. IZQUIERDA SENDERO JOSE NAVARRO. DERECHA CARRETERA VIA CA#O AMARILLO. REFERENCIA SECTOR 5-6 KM 35 ADENTRO CASERIO EL QUESIT;210303015
59860;1;21;3;3;ESCUELA BASICA ESTADAL TUNANA;SECTOR: TUNANA. FRENTE CAMINO DE TIERRA VIA 5 Y 6. IZQUIERDA CAMINO TIERRA VIA KILOMETRO 15. DERECHA SENDERO FINCA SANTA ISABEL. REFERENCIA CARRETERA SANTA BARBARA EL VIGIA, KILOMETRO 24. CASERIO TUNANA;210303016
60000;1;21;3;3;ESCUELA BOLIVARIANA EL LABERINTO LE CAMBIARON EL NOMBRE A ESCUELA BOLIVARIANA JOSE RICARDO SALAZAR;SECTOR: EL LABERINTO. FRENTE CARRETERA VIA LABERINTO MOSIOCO. IZQUIERDA SENDERO CASA SIN NUMERO. DERECHA CALLEJÓN IGLESIA DE COROMOTO. REFERENCIA CASERIO EL LABERINTO;210303017
60010;1;21;3;3;ESCUELA BOLIVARIANA EL ABANICO;CASERÍO EL ABANICO DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE PRINCIPAL. FRENTE CARRETERA VIA EL CARACOLI CARRETERA SANTA BARBARA EL VIGIA, KILOMETRO 38. ADENTRO CASERIO EL ABANICO CASA;210303018
59500;1;21;3;4;UNIDAD EDUCATIVA ESTADAL CARMELITA ROLDAN PORTILLO (E.Z.A);AVENIDA 4 NO 3-100 SAN CARLOS;210304001
59501;1;21;3;4;UNIDAD EDUCATIVA CURVA DE COLON;VIA SANTA CRUZ, SECTOR PARCELAMIENTO COLON;210304006
59510;1;21;3;4;ESCUELA BASICA NACIONAL SANTA CRUZ;BARRIO ANDRES ELOY BLANCO DERECHA AVENIDA 4. IZQUIERDA AVENIDA 2. FRENTE CALLE 6 BARRIO ANDRES ELOY BLANCO SAN CARLOS EDIFICIO;210304002
59591;1;21;3;4;ESCUELA BASICA NACIONAL CATATUMBO;SECTOR: JUAN DE DIOS BRI#EZ. FRENTE CALLE NUMERO 14 JUAN DE DIOS BRI#EZ. IZQUIERDA SENDERO HACIENDA CARICAGUEY. DERECHA CALLE CALLE 14 JUAN DE DIOS BRI#EZ. REFERENCIA CALLE 1 NUMERO 6-55, PROLONGACION PASEO COLON SANTA BARBARA;210304003
59610;4;21;3;4;U.E. NAC. REINA GODOY PACHANO;CALLE PRINCIPAL CASERIO LA CORDILLERA;210304004
59650;1;21;3;4;ESCUELA BASICA NACIONAL LA CULEBRA;CASERÍO: LA CULEBRA SECTOR RIO ABAJO. FRENTE CARRETERA PRINCIPAL VIA LA CULEBRA. IZQUIERDA SENDERO CASA. DERECHA SENDERO CASA. REFERENCIA CASERIO LA CULEBRA, MARGEN IZQUIERDO RIO ESCALANTE;210304005
59520;1;21;3;5;ESCUELA BASICA NACIONAL ALMIRANTE PADILLA;AVENIDA 10 SANTA BARBARA;210305001
59521;1;21;3;5;ESCUELA BASICA NACIONAL ALMIRANTE PADILLA (ANEXO 1;SECTOR: AYACUCHO AVENIDA  10 ENTRE CALLE 6 Y 7. FRENTE AVENIDA 10. IZQUIERDA CALLE 7. DERECHA CALLE 6. REFERENCIA SANTA BARBARA, ENTRE CALLE 6 Y 7 (ENTRADA SUR);210305013
59522;4;21;3;5;E.B. EST. ALMIRANTE LUIS BRION;CALLE 8 CON AV 17 BRR 20 DE MAYO STA BARBARA;210305002
59523;4;21;3;5;E.B. EST. ANDRES BELLO;KM 41/2 VIA SANTA BARBARA EL VIGIA;210305003
59524;1;21;3;5;ESCUELA BASICA PROFESIONAL MIGUEL LEON;SECTOR: BICENTENARIO. FRENTE CALLE NUMERO 12A. IZQUIERDA AVENIDA NUMERO 26. DERECHA AVENIDA NUMERO 27. REFERENCIA SECTOR BICENTENARIO POR TODA LA PRINCIPAL, AVENIDA 26;210305014
59525;1;21;3;5;UNIDAD EDUCATIVA BOLIVARIANA DOCTOR DOMINGO LABARC;BARRIO: ALTOS DE SANTA BARBARA CALLE 10. FRENTE CALLE 10. IZQUIERDA AVENIDA 2H. DERECHA CALLE 4A. REFERENCIA SECTOR LOS ALTOS, CALLE 10E, ENTRANDO POR DONDE ERA LA TINAJA;210305015
59526;1;21;3;5;ESCUELA BOLIVARIANA SIMON BOLIVAR;URBANIZACION 26 DE SEPTIEMBRE, AVENIDA PRINCIPAL, CARRETERA VIA AEROPUERTO;210305016
59527;1;21;3;5;ESCUELA TECNICA AGROPECUARIA SANTA BARBARA;CASERÍO: KILOMETRO 4,5 CARRETERA VIA EL VIGIA SANTA BARBARA. FRENTE CARRETERA VIA EL VIGIA SANTA BARBARA. IZQUIERDA SENDERO JUAN PABLO. DERECHA SENDERO PARQUE FERIAL. REFERENCIA VIA SANTA BARBARA VIGIA, KILOMETRO 4 1/2, A MANO DERECHA;210305017
59530;4;21;3;5;E.B. NAC. CHIQUINQUIRA;CALLE 3 NO 11-72 SANTA BARBARA;210305004
59540;1;21;3;5;ESCUELA ENCONTRADOS;CALLE 5 NO 4-16 SANTA BARBARA;210305005
59541;1;21;3;5;LICEO FRANCISCO JAVIER PULGAR;SECTOR: SAN MIGUEL. FRENTE CALLE 12. IZQUIERDA AVENIDA 17. DERECHA AVENIDA PRINCIPAL. REFERENCIA SANTA BARBARA AVENIDA 17  FRENTE AL ESTADIUM MUNICIPAL;210305006
59550;4;21;3;5;ESC BAS 18 DE OCTUBRE;BRR 18 DE OCTUBRE AV 6 NO 10-220 STA BARBARA;210305007
59580;1;21;3;5;UNIDAD EDUCATIVA ESTADAL  MARISCAL ANTONIO JOSE DE SUCRE;SECTOR: SAN ISIDRO. FRENTE AVENIDA 19. IZQUIERDA CALLE 5. DERECHA CALLE 6. REFERENCIA CALLE 5 NUMERO 18-52 BARRIO SAN ISIDRO SANTA BARBARA;210305008
59590;1;21;3;5;ESCUELA BASICA NACIONAL LAS DELICIAS;SECTOR: AEROPUERTO DE SANTA BARBARA. FRENTE CALLE PRINCIPAL LAS DELICIAS. IZQUIERDA AVENIDA UNIVERSIDAD. DERECHA CALLE FRENTE AL CICPC. REFERENCIA VIA EL AEROPUERTO, CASERIO LAS DELICIAS. STA. BARBARA;210305009
59600;1;21;3;5;ESCUELA NACIONAL CONCENTRADA LA VICTORIA;CASERÍO LA VICTORIA DERECHA CALLE PRINCIPAL VIA SANTA BARBARA. FRENTE CALLE PRINCIPAL Y PLAZA. IZQUIERDA SENDERO HACIENDA SAN LUIS CASERIO LA VICTORIA FRANTE A LA PLAZA GALPÓN;210305010
59640;1;21;3;5;ESCUELA PRIMARIA BOLIVARIANA GENERALA MANUELA SAENZ;SECTOR HACIENDA BOLIVAR FRENTE CARRETERA VIA EL VIGIA. DERECHA CALLEJÓN CASAS Y GALPONES. IZQUIERDA PICA SALIDA DE LA HACIENDA BOLIVAR CARRETERA. SANTA. BARBARA EL VIGIA, KILOMETRO.12 HACIENDA BOLIVAR CASA;210305011
59660;1;21;3;5;ESCUELA BASICA NACIONAL. LAS CASAS;SECTOR RIO ABAJO CASERIO LAS CASAS FRENTE CARRETERA RIO ABAJO LAS CASAS. DERECHA SENDERO HACIENDA. IZQUIERDA SENDERO HACIENDA CASERIO LAS CASAS, MARGEN DERECHO RIO ESCALANTE CASA;210305012
59661;1;21;3;5;ESCUELA BASICA ARTESANAL CIRA VEGA;SECTOR: 20 DE MAYO. FRENTE AVENIDA 17. IZQUIERDA CALLE 9. DERECHA CALLE 8. REFERENCIA CALLE 8 CON AVENIDA 17 BARRIO 20 DE MAYO SANTA BARBARA;210305018
60030;1;21;4;1;UNIDAD EDUCATIVA ESTADAL MONSEÑOR ALVAREZ;SECTOR: CARRASQUERO. FRENTE CALLE SANTA LUCIA. IZQUIERDA CALLE POLICIA. DERECHA CAMINO LIBRERIA. REFERENCIA CALLE SANTA LUCIA CARRASQUERO;210401001
62220;1;21;16;3;ESCUELA  BASICA CAÑA FRESCA;SECTOR: CANA FRESCA. FRENTE CALLE VIA A MARIMONDA. REFERENCIA SECTOR CAÑADA FRESCA CERCA DEL AMBULATORIO CLEMENTINA URDANETA;211603004
60031;1;21;4;1;UNIDAD EDUCATIVA JESUS CARRERA EL PASO;SECTOR: EL PASO. FRENTE CARRETERA CARBONES GUAJIRA. IZQUIERDA CARRETERA CASA LUIS ANGEL. DERECHA CARRETERA CASA. REFERENCIA SECTOR EL PASO, VIA CARBONES DE LA GUAJIRA;210401008
60040;1;21;4;1;UNIDAD EDUCATIVA CAÑO NEGRO;SECTOR: SEIVA. FRENTE CARRETERA PRINCIPAL. IZQUIERDA CARRETERA VIA CARRASQUERO. DERECHA CARRETERA VIA CARBONES DEL GUASARE. REFERENCIA CARRET PLAYA BONITA CASERIO CA O NEGRO;210401002
60050;1;21;4;1;UNIDAD EDUCATIVA ESTADAL SAN FELIPE DE GUASARE;CASERÍO: GUASARE. FRENTE CARRETERA HACIENDA LOS LIMONSONES. IZQUIERDA CALLEJÓN AMBULATORIO. DERECHA CAMINO MONTE. REFERENCIA CASERIO SAN FELIPE DE GUASARE;210401003
60060;1;21;4;1;ESCUELA NACIONAL GRADUADA SILOE;SECTOR: SILOE. FRENTE CAMINO CANCHA. IZQUIERDA CAMINO CASA. DERECHA CAMINO MODULO. REFERENCIA KILOMETRO 57 CARRETERA CARRASQUERO CASERIO SILDE;210401004
60070;1;21;4;1;ESCUELA  BOLIVARIANA JOSE ANTONIO URIANA;SECTOR: CANA BRAVA. FRENTE CARRETERA VIA PRINCIPAL CARRASQUERO. IZQUIERDA CALLEJÓN CASA DE MAXIMA MORALES. DERECHA CALLE A LA IGLESIA. REFERENCIA CARRETERA CARRASQUERO MARACAIBO CASA BRAVA;210401005
60090;1;21;4;1;UNIDAD EDUCATIVA JUAN PABLO II;CASERÍO: COLORADO. REFERENCIA CRRETERRA. VIA CARRASQUERO, SECTOR EL COLORADO;210401006
60100;1;21;4;1;UNIDAD EDUCATIVA ARCANJEL SAN MIGUEL;SECTOR: PLAYA BONITA. FRENTE CARRETERA PRINCIPAL. IZQUIERDA CARRETERA VIA CARBONES DEL GUASARE. DERECHA CARRETERA DESTACAMENTO DE LA GUARDIA NACIONAL BOLIVARIANA. REFERENCIA CARRETERA. VIA CARBONES DEL GUASARE, AL LADO DE LA GUARDIA NACIONAL;210401007
60101;1;21;4;1;ESCUELA BOLIVARIANA LOS TISONES;SECTOR: LOS TISONES. FRENTE CALLE EL CERRO. IZQUIERDA CARRETERA VIA CARBONES. DERECHA CARRETERA VIA CARRASQUERO. REFERENCIA VIA PRINCIPAL DE CARRASQUERO SECTOR LOS TISONES A UN KILOMETRO DE LA ESCUELA MONSEÑOR ALVAREZ;210401009
60150;5;21;4;2;ESCUELA BASICA ESTADAL DR. PEDRO LUENGO;SECTOR: LAS VIVIENDA. FRENTE CALLE SIN NUMERO. IZQUIERDA CALLE SIN NUMERO. DERECHA CALLE SIN NUMERO. REFERENCIA VIVIENDA RURAL SANTA CRUZ DE MARA;210402001
60151;1;21;4;2;LICEO JOSE ANTONIO ALMARZA;SECTOR: SANTA CRUZ DE MARA. FRENTE CALLE SIN NUMERO. IZQUIERDA TRONCAL DEL CARIBE. DERECHA CALLE SIN NUMERO. REFERENCIA SANTA CRUZ DE MARA FRENTE A LA PLAZA RICAURTE;210402002
60152;1;21;4;2;JARDIN DE INFANCIA NACIONAL MARIA DEVIS DE FUENMAYOR;SECTOR: LAS VIVIENDA. FRENTE CALLE SIN NUMERO. IZQUIERDA CALLE SIN NUMERO. DERECHA CALLE SIN NUMERO. REFERENCIA VIVIENDA RURAL DETRAS DE LA ESC UELO PEDRO LUENGO;210402003
60153;1;21;4;2;UNIDAD EDUCATIVA GUAREIRA II;SECTOR: GUAREIRA2. FRENTE AVENIDA PRINCIPAL. IZQUIERDA CALLE PREESCOLAR NEGRA MATEA. DERECHA AVENIDA CASA. REFERENCIA SANTA CRUZ VIA LA DULCERA;210402007
60154;1;21;4;2;UNIDAD EDUCATIVA LEONOR DE FERNANDEZ;SECTOR: NUEVA LUCHA. FRENTE CALLE SIN NUMERO. IZQUIERDA CALLE SIN NUMERO. DERECHA TRONCAL DEL CARIBE. REFERENCIA BARRIO NUEVA LUCHA, AVENIDA PRINCIPAL, VIA EL MOJAN;210402008
60330;1;21;4;2;UNIDAD EDUCATIVA ESTADAL LA LOMA I;SECTOR LAS LOMA DERECHA CALLE SIN NUMERO. IZQUIERDA CALLE SIN NUMERO. FRENTE CARRERA VIA CUATRO BOCA CARRETERA CAMPO MARA CASERIO LA LOMA CASA;210402004
60350;1;21;4;2;ESCUELA BASICA NAC. CONCENTRADA. LOS MEMBRILLOS;SECTOR: LOS MEMBRILLO. FRENTE CALLE SIN NUMERO. IZQUIERDA CALLE SIN NUMERO. DERECHA CALLE SIN NUMERO. REFERENCIA VIA CAMPO MARA CASERIO LOS MEMBRILLOS;210402005
60360;1;21;4;2;ESCUELA BASICA BOLIVARIANA  FRANCISCO ARAUJO GARCIA;SECTOR: VIA EL MOJAN SECTOR LAS CRUSES. FRENTE TRONCAL DEL CARIBE. IZQUIERDA CALLE SIN NUMERO. DERECHA CALLE SIN NUMERO. REFERENCIA CARRETERA. VIA EL MOJAN, KILOMETRO.23, SECTOR LAS CRUCES;210402006
60361;1;21;4;2;ALDEA UNIVERSITARIA NUEVA LUCHA FUNDACION MISION SUCRE;KM. 26 CARRETERA VIA EL MOJAN SECTOR NUEVA LUCHA DETRÁS DEL CLUB SOSIMA;210402009
60362;1;21;4;2;CENTRO DE EDUCACIÓN INICIAL SANTA CRUZ DE MARA;SECTOR: SANTA CRUZ DE MARA DETRAS DEL BANCO PROBINCIAL. FRENTE CALLE SIN NUMERO. IZQUIERDA TRONCAL TRONCAL DEL CARIBE. DERECHA CALLE SIN NUMERO. REFERENCIA ENTRANDO POR LAS VIVIENDAS RURAL DE SANTA CRUZ DETRÁS DEL BANCO PROVINCIAL;210402010
60363;1;21;4;2;ESCUELA INTERCULTURAL BILINGUE MIRIAN RUBIO;SECTOR LOS OLIVITOS DERECHA CALLE ABASTO AQUI ME QUEDO. IZQUIERDA CALLE CASA. FRENTE CALLE CASAS MULTI HOGAR BOLIVARIANO;210402011
60364;1;21;4;2;ESCUELA BOLIVARIANA MONTE VERDE;SECTOR MONTE VERDE DERECHA CALLE CASA. FRENTE CALLE CASA. IZQUIERDA CALLEJÓN CASA FABRICA DE GUAYABA;210402012
60365;1;21;4;2;ESCUELA INTERCULTURAL BILINGUE MANUEL ANGEL LUZARDO;SECTOR LA ROXANA DERECHA CAMINO TERRENO. IZQUIERDA CAMINO TERRENO. FRENTE CAMINO TERRENO IGLESIA EVANGELICA VIA SANTA FE;210402013
60366;1;21;4;2;ESCUELA BASICA NACIONAL JOSE ANGEL HUERTA;SECTOR LAS CRUCES DERECHA AVENIDA CASA. IZQUIERDA AVENIDA CASA. FRENTE AVENIDA TERRENO ABASTO LA GRAN PARADA;210402014
60190;1;21;4;3;ESCUELA BASICA NACIONAL. LOS CAÑOS;CASERÍO: CACHIRI. FRENTE CAMINO TIERRA. IZQUIERDA CAMINO HACIENDA LAS FLORES. DERECHA CARRETERA VIA PRINCIPAL CACHIRI. REFERENCIA CARRETERA A CACHIRI LOS CAÑOS;210403001
60200;1;21;4;3;ESCUELA  BOLIVARIANA CACHIRI;CASERÍO: CACHIRI. FRENTE CARRETERA HACIENDA SAN MATEO. IZQUIERDA CARRETERA GRAN ZONERA. DERECHA CARRETERA AMBULATORIO. REFERENCIA CASERIO CACHIRI;210403002
64262;1;22;1;3;CENTRO MOVIL OJO DE AGUA;BARRIO OJO DE AGUA DERECHA CALLE TRANSVERSAL. FRENTE CALLE PRINCIPAL. IZQUIERDA CAMINO TRANSVERSAL TRANSVERSAL CASA;220103011
60380;5;21;4;4;ESCUELA BASICA ESTADAL SIXTO D` VICENTE;SECTOR: SIMON BOLIVAR. FRENTE AVENIDA COMISION INDIGENA. IZQUIERDA AVENIDA PRINCIPAL AL LADO DEL MERCADO GUJIRO. DERECHA CALLE CALLE 26 AL ABASTO PAJURO. REFERENCIA AVENIDA 3 NO 2 EL MOJAN;210404001
60381;1;21;4;4;ESCUELA BASICA BOLIVARIANA CIRUELO BAJO;CARRETERA VIA EL MOJAN KILOMETRO 3B FRENTE A LAS OFICINAS DEL MINFRA;210404011
60382;1;21;4;4;UNIDAD EDUCATIVANIXON MEJIAS ROMERO;URBANIZACIÓN: AVENIDA 4 Y 5. FRENTE CALLE 4 Y5. IZQUIERDA AVENIDA 4. DERECHA AVENIDA 5. REFERENCIA CALLE 23 ENTRE AVENIDAS 4 Y 5, EL MOJAN;210404012
60383;1;21;4;4;CENTRO DE EDUCACION INICIAL EL SOCUY;SECTOR: NAZARETH. FRENTE CALLE FRENTE AL ESTADIO DE NAZARETH. IZQUIERDA AVENIDA AV 2. DERECHA AVENIDA AV 3. REFERENCIA CARRETERA VIA PUERTO MARA, SECTOR NAZARET;210404013
